-617.380	42.380
-614.705	41.180
-612.031	40.820
-609.357	41.600
-606.685	41.900
-604.013	41.120
-601.342	40.760
-598.672	41.480
-596.003	41.960
-593.335	42.200
-590.668	42.320
-588.001	42.020
-585.336	42.380
-582.671	42.800
-580.007	43.280
-577.344	43.820
-574.682	43.160
-572.021	43.700
-569.360	44.120
-566.701	43.820
-564.042	43.160
-561.384	44.060
-558.727	44.540
-556.071	43.760
-553.416	44.240
-550.761	45.080
-548.108	45.080
-545.455	44.840
-542.804	45.140
-540.153	46.220
-537.503	45.260
-534.853	45.260
-532.205	45.200
-529.558	46.280
-526.911	45.560
-524.265	46.760
-521.620	45.680
-518.976	47.540
-516.333	49.040
-513.691	49.400
-511.049	48.800
-508.409	49.100
-505.769	50.000
-503.130	49.760
-500.492	50.000
-497.855	49.220
-495.218	51.320
-492.583	52.520
-489.948	51.260
-487.314	52.460
-484.681	53.000
-482.049	53.780
-479.418	52.760
-476.788	52.040
-474.158	54.020
-471.529	54.080
-468.901	54.260
-466.274	53.480
-463.648	53.000
-461.023	53.840
-458.399	55.100
-455.775	54.680
-453.152	55.400
-450.530	54.380
-447.909	54.620
-445.289	52.760
-442.670	53.480
-440.051	53.480
-437.433	54.740
-434.816	54.320
-432.200	55.280
-429.585	54.440
-426.971	54.800
-424.358	55.100
-421.745	53.420
-419.133	52.640
-416.522	53.060
-413.912	53.300
-411.303	53.780
-408.694	53.660
-406.087	53.420
-403.480	52.820
-400.874	52.820
-398.269	53.300
-395.665	51.800
-393.061	51.080
-390.459	53.000
-387.857	51.980
-385.256	51.140
-382.656	51.080
-380.057	50.180
-377.458	51.080
-374.861	51.320
-372.264	49.700
-369.668	50.660
-367.073	51.140
-364.479	50.660
-361.885	49.820
-359.293	49.580
-356.701	48.440
-354.110	49.160
-351.520	49.040
-348.931	48.380
-346.343	48.680
-343.755	47.420
-341.168	49.220
-338.582	47.240
-335.997	48.680
-333.413	46.820
-330.829	48.140
-328.247	47.540
-325.665	46.880
-323.084	47.180
-320.504	45.920
-317.925	46.220
-315.346	47.000
-312.769	46.400
-310.192	45.200
-307.616	45.080
-305.040	45.320
-302.466	46.100
-299.893	45.320
-297.320	45.680
-294.748	45.560
-292.177	45.980
-289.607	45.020
-287.037	45.260
-284.469	45.560
-281.901	45.500
-279.334	43.460
-276.768	44.840
-274.202	44.540
-271.638	44.420
-269.074	44.780
-266.511	44.780
-263.949	44.120
-261.388	43.460
-258.827	44.240
-256.268	44.360
-253.709	43.700
-251.151	44.300
-248.594	42.680
-246.038	43.100
-243.482	42.560
-240.927	42.860
-238.373	42.500
-235.820	41.660
-233.268	40.820
-230.717	40.760
-228.166	40.280
-225.616	39.860
-223.067	40.220
-220.519	38.180
-217.971	38.300
-215.425	37.820
-212.879	37.100
-210.334	35.840
-207.790	36.620
-205.246	35.780
-202.704	35.060
-200.162	35.120
-197.621	35.000
-195.081	34.280
-192.542	34.220
-190.003	34.280
-187.465	34.100
-184.928	33.800
-182.392	33.620
-179.857	33.320
-177.322	33.680
-174.789	33.680
-172.256	33.680
-169.724	33.560
-167.192	33.320
-164.662	33.740
-162.132	33.260
-159.603	33.200
-157.075	33.380
-154.548	33.380
-152.022	33.500
-149.496	33.320
-146.971	33.440
-144.447	33.620
-141.924	33.320
-139.401	33.500
-136.879	33.260
-134.358	33.380
-131.838	33.440
-129.319	33.500
-126.801	33.620
-124.283	33.320
-121.766	33.440
-119.250	33.380
-116.734	33.500
-114.220	33.680
-111.706	33.620
-109.193	33.260
-106.681	33.320
-104.170	33.560
-101.659	33.560
-99.149	33.380
-96.640	33.320
-94.132	33.740
-91.625	33.560
-89.118	33.200
-86.612	33.140
-84.107	33.620
-81.603	33.500
-79.100	33.740
-76.597	33.740
-74.095	33.740
-71.594	33.980
-69.094	34.160
-66.594	34.280
-64.096	34.100
-61.598	34.340
-59.101	35.420
-56.604	35.960
-54.109	38.480
-51.614	42.920
-49.120	52.100
-46.627	63.980
-44.134	84.860
-41.643	116.300
-39.152	172.640
-36.662	274.280
-34.172	401.480
-31.684	510.920
-29.196	649.160
-26.709	738.020
-24.223	842.060
-21.738	900.620
-19.253	956.180
-16.769	977.240
-14.286	1008.620
-11.804	1027.640
-9.322	1039.220
-6.842	1035.800
-4.362	1019.060
-1.882	969.440
0.596	889.580
3.074	860.060
5.550	811.160
8.026	742.520
10.502	674.360
12.976	607.880
15.450	488.540
17.923	339.080
20.395	181.580
22.866	83.900
25.337	51.800
27.807	40.160
30.276	39.080
32.744	37.880
35.212	37.100
37.679	36.140
40.145	36.200
42.610	35.180
45.074	34.760
47.538	34.700
50.001	34.280
52.463	34.220
54.924	33.860
57.385	33.800
59.845	33.920
62.304	33.980
64.762	33.920
67.220	33.740
69.676	33.680
72.132	33.920
74.588	33.620
77.042	33.920
79.496	33.440
81.949	33.440
84.401	33.800
86.852	33.560
89.303	33.560
91.753	33.440
94.202	33.560
96.650	33.500
99.098	33.380
101.545	33.740
103.991	33.320
106.436	33.620
108.880	33.380
111.324	33.320
113.767	33.440
116.209	33.440
118.651	33.380
121.092	33.680
123.532	33.620
125.971	33.320
128.409	33.800
130.847	33.740
133.284	33.260
135.720	33.740
138.156	33.980
140.590	34.040
143.024	34.460
145.457	34.760
147.890	35.540
150.321	35.600
152.752	37.520
155.182	38.720
157.612	41.180
160.040	46.160
162.468	49.580
164.895	53.120
167.322	60.680
169.747	68.180
172.172	75.080
174.596	84.260
177.019	94.340
179.442	105.680
181.864	112.160
184.285	122.840
186.705	132.800
189.125	144.620
191.544	150.980
193.962	162.200
196.379	171.680
198.796	178.880
201.212	187.520
203.627	190.700
206.041	198.860
208.455	205.640
210.868	207.620
213.280	209.420
215.691	214.160
218.102	215.540
220.512	214.340
222.921	215.780
225.329	213.200
227.737	210.380
230.144	212.960
232.550	214.880
234.955	213.500
237.360	213.080
239.764	211.460
242.167	211.400
244.569	210.500
246.971	210.080
249.372	206.120
251.772	215.180
254.172	208.940
256.570	211.040
258.968	215.420
261.366	213.440
263.762	210.500
266.158	210.980
268.553	213.560
270.947	215.480
273.341	211.520
275.734	216.200
278.126	211.820
280.517	207.380
282.908	213.440
285.298	216.680
287.687	215.300
290.075	217.880
292.463	215.240
294.850	216.260
297.236	211.400
299.621	213.080
302.006	212.120
304.390	213.920
306.773	213.500
309.156	213.800
311.538	212.300
313.919	212.540
316.299	211.760
318.679	210.020
321.058	212.480
323.436	209.240
325.813	205.580
328.190	205.460
330.566	206.420
332.941	204.860
335.316	206.300
337.689	207.500
340.062	206.240
342.435	203.540
344.806	207.680
347.177	203.360
349.547	204.380
351.917	202.940
354.285	200.540
356.653	201.200
359.020	198.860
361.387	198.680
363.753	199.040
366.118	200.240
368.482	198.800
370.846	195.800
373.209	193.160
375.571	192.380
377.932	191.480
380.293	191.420
382.653	191.300
385.012	189.080
387.371	185.600
389.728	185.960
392.085	186.140
394.442	188.300
396.797	185.840
399.152	184.940
401.507	179.060
403.860	186.080
406.213	182.000
408.565	180.440
410.916	184.160
413.267	179.000
415.617	183.140
417.966	183.680
420.314	181.400
422.662	178.160
425.009	177.440
427.356	181.880
429.701	177.920
432.046	177.800
434.390	178.100
436.734	179.300
439.076	175.760
441.418	177.440
443.760	177.620
446.100	175.580
448.440	178.280
450.779	173.000
453.118	175.820
455.456	178.100
457.793	176.780
460.129	174.620
462.465	176.000
464.799	178.040
467.134	175.760
469.467	171.500
471.800	167.600
474.132	173.360
476.463	168.800
478.794	167.420
481.124	169.880
483.453	167.660
485.782	164.780
488.109	165.080
490.437	163.280
492.763	162.500
495.089	159.320
497.414	158.300
499.738	155.000
502.061	154.280
504.384	154.220
506.706	155.180
509.028	153.020
511.349	148.520
513.669	149.060
515.988	144.740
518.307	146.420
520.625	147.380
522.942	142.760
525.258	141.260
527.574	139.100
529.889	140.480
532.204	141.080
534.517	137.180
536.830	137.720
539.143	135.560
541.454	137.540
543.765	139.700
546.076	135.980
548.385	133.580
550.694	135.320
553.002	134.000
555.309	136.400
557.616	133.640
559.922	134.180
562.227	133.220
564.532	131.780
566.836	132.020
569.139	134.000
571.442	135.080
573.744	132.800
576.045	133.040
578.345	136.400
580.645	132.920
582.944	134.540
585.242	135.620
587.540	130.160
589.837	132.920
592.133	133.280
594.429	130.400
596.724	133.580
599.018	134.240
601.312	127.820
603.605	129.500
605.897	131.240
608.188	129.680
610.479	130.520
612.769	127.580
615.058	128.000
617.347	131.480
619.635	130.100
621.922	129.440
624.209	126.080
626.495	127.700
628.780	129.800
631.065	126.260
633.348	127.280
635.632	131.360
637.914	132.500
